，,17885
的,13448
[,11664
],11609
R,11121
！,7137
加油,5469
了,4937
我,4667
孩子,3876
是,3523
。,3384
好,3269
哭,3104
飞吻,3059
你,2777
👍,2679
都,2326
有,2137
很,2092
他,2069
妈妈,1662
自闭症,1615
？,1566
啊,1560
也,1481
笑,1450
惹,1326
不,1321
会,1259
好棒,1242
@,1222
真的,1162
轩轩,1119
偷笑,1090
在,1089
和,1076
伟大,1051
就,998
很棒,981
父母,965
这个,931
赞,905
她,886
一个,866
看,863
真棒,816
这,793
棒,762
说,759
人,738
吗,730
可以,721
可爱,714
太,697
又,670
能,665
喜欢,650
越来越,645
呀,644
自己,627
你们,623
点赞,620
爸爸,614
海峰,611
好帅,610
哦,608
就是,602
这样,587
我们,585
微笑,579
还,570
给,566
去,562
乐乐,555
希望,554
吧,552
多,548
琦琦,547
棒棒,543
什么,541
哒,541
让,540
爱,539
感觉,536
真,536
这么,529
要,520
他们,517
💪,516
害羞,499
…,497
觉得,493
宝贝,482
想,481
最,481
小,470
好可爱,469
也是,468
doge,448
没有,441
怎么,432
呢,420
看到,404
不是,395
爸爸妈妈,394
个,388
一定,383
儿子,381
知道,376
做,372
对,368
没,364
太棒了,348
🏻,347
更,341
现在,340
自闭,340
着,338
努力,338
优秀,336
为,333
被,331
非常,327
一样,327
感动,326
但是,323
视频,320
耐心,317
得,312
为什么,312
好像,309
到,304
跟,303
上,303
很多,300
👏,298
时候,290
把,287
少年,286
像,283
🌹,282
宝宝,277
不会,276
吃,276
特别,273
一下,271
正常,271
们,269
挺,267
那个,266
幸福,266
还是,265
小伙子,264
、,262
大,260
哇,258
快乐,254
比,250
我家,248
付出,247
里,246
起来,244
这些,242
辛苦,242
才,241
有点,238
不要,237
但,237
来,233
️,230
老师,230
家庭,230
如果,229
世界,225
帅气,224
派对,221
啦,220
声音,219
听,218
过,217
问题,216
因为,214
家长,213
男孩,212
祝福,212
好看,208
不容易,207
帅,206
那么,206
别人,203
～,201
孤独症,201
岁,200
一直,199
星星,198
哈哈哈,198
这种,196
小孩,192
已经,192
应该,191
是不是,191
有自闭症,190
天使,190
带,190
看着,190
可能,189
厉害,186
家人,185
吹,185
